R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
P;Szczesny;Roma;38;6,28;5,43;0;38;2;0;0;0;0;0;0;0
P;Reina;Napoli;37;6,09;5,14;0;38;1;0;0;0;0;1;0;0
P;Handanovic;Inter;37;6,32;5,03;0;47;1;0;0;0;0;4;0;1
P;Buffon;Juventus;30;6,05;5,25;0;24;0;0;0;0;0;0;0;0
P;Donnarumma G.;Milan;38;6,32;5,26;0;45;2;0;0;0;0;2;0;0
P;Consigli;Sassuolo;37;6,35;5,01;0;56;3;0;0;0;0;1;0;1
P;Cordaz;Crotone;36;6,44;5,06;0;54;2;0;0;0;0;2;1;0
P;Skorupski;Empoli;35;6,34;5;0;56;4;0;0;0;0;2;0;1
P;Berisha;Atalanta;26;6,17;5,13;0;26;0;0;0;0;0;2;0;0
P;Mirante;Bologna;21;6,17;4,79;0;32;1;0;0;0;0;0;0;0
P;Tatarusanu;Fiorentina;35;5,97;4,51;0;51;0;0;0;0;0;0;0;0
P;Sorrentino;Chievo;34;6,26;4,72;0;52;0;0;0;0;0;1;0;0
P;Viviano;Sampdoria;17;6,38;5,24;0;20;1;0;0;0;0;5;0;0
P;Karnezis;Udinese;33;6,12;4,71;0;45;0;0;0;0;0;3;0;0
P;Rafael;Cagliari;21;6,29;5,19;0;32;3;0;0;0;0;0;0;0
P;Lamanna;Genoa;21;6,02;4,55;0;37;2;0;0;0;0;0;0;0
P;Hart;Torino;36;6,04;4,29;0;62;0;0;0;0;0;2;0;0
P;Marchetti;Lazio;17;6,18;5,24;0;22;2;0;0;0;0;0;0;0
P;Gomis A.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Strakosha;Lazio;21;6,07;4,81;0;26;0;0;0;0;0;1;0;0
P;Fulignati;Palermo;9;6,22;4,67;0;14;0;0;0;0;0;0;0;0
P;Da Costa;Bologna;18;6,17;4,69;0;26;0;0;0;0;0;1;0;0
P;Perin;Genoa;16;6,16;5,06;0;19;1;0;0;0;0;1;1;0
P;Puggioni;Sampdoria;21;6,1;4,5;0;35;1;0;0;0;0;3;0;0
P;Gollini;Atalanta;4;6,12;5,75;0;1;0;0;0;0;0;1;0;0
P;Fiorillo;Pescara;9;6;4,33;0;15;0;0;0;0;0;0;0;0
P;Neto;Juventus;8;6,06;5,81;0;2;0;0;0;0;0;0;0;0
P;Seculin;Chievo;4;5,75;3,5;0;9;0;0;0;0;0;0;0;0
P;Scuffet;Udinese;6;6,25;4,42;0;11;0;0;0;0;0;0;0;0
P;Bassi;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Sportiello;Fiorentina;10;5,65;3,8;0;18;0;0;0;0;0;1;0;0
P;Sarr M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Bizzarri;Pescara;29;5,97;3,59;0;68;0;0;0;0;0;2;0;0
P;Bressan;Chievo;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Pelagotti;Empoli;3;5,83;4,17;0;5;0;0;0;0;0;0;0;0
P;Pugliesi;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Lezzerini;Fiorentina;1;7;7;0;0;0;0;0;0;0;0;0;0
P;Sepe;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Pigliacelli;Pescara;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Berni;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Carrizo;Inter;1;6;4;0;2;0;0;0;0;0;0;0;0
P;Rubinho;Genoa;2;4,5;0,5;0;8;0;0;0;0;0;0;0;0
P;Diego Lopez;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Gabriel;Cagliari;3;5,67;3,17;0;7;0;0;0;0;0;1;0;0
P;Rafael Cabral;Napoli;1;6;5;0;1;0;0;0;0;0;0;0;0
P;Lobont;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Pegolo;Sassuolo;1;5,5;0,5;0;5;0;0;0;0;0;0;0;0
P;Pomini;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Ichazo;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Padelli;Torino;2;6;4;0;4;0;0;0;0;0;0;0;0
P;Perisan;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Audero;Juventus;1;6,5;5,5;0;1;0;0;0;0;0;0;0;0
P;Posavec;Palermo;29;5,86;3,67;0;63;0;0;0;0;0;1;0;0
P;Marson;Palermo;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Mazzini;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Carboni W.;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Colombo R.;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Storari;Milan;15;5,97;3,47;0;36;0;0;0;0;0;1;1;0
P;Festa;Crotone;2;7;4,75;0;4;0;0;0;0;0;1;0;0
P;Dragowski;Fiorentina;1;6;4;0;2;0;0;0;0;0;0;0;0
P;Zima L.;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Vargic;Lazio;1;5,5;2,5;0;3;0;0;0;0;0;0;0;0
P;Aldegani;Pescara;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Aresti;Pescara;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Alisson;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Tozzo;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Cojocaru;Crotone;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Plizzari;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Coppola D;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Cucchietti;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Satalino;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Falcone;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Crosta;Cagliari;1;7;9;0;1;1;0;0;0;0;0;0;0
D;Conti;Atalanta;33;6,26;6,92;8;0;0;0;0;0;4;12;0;0
D;Acerbi;Sassuolo;38;6,16;6,45;4;0;0;1;1;0;0;2;0;0
D;Rispoli;Palermo;32;6,23;6,81;6;0;0;0;0;0;3;5;0;0
D;Masiello;Atalanta;35;6,34;6,47;3;0;0;0;0;0;0;9;0;0
D;Marcos Alonso;Fiorentina;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
D;Caldara;Atalanta;30;6,28;6,92;7;0;0;0;0;0;0;4;0;0
D;Fazio;Roma;36;6,18;6,33;2;0;0;0;0;0;1;3;0;0
D;Bonucci;Juventus;29;6,09;6,31;3;0;0;0;0;0;0;5;0;0
D;Koulibaly;Napoli;28;6,27;6,38;2;0;0;0;0;0;0;6;0;0
D;Alex Sandro;Juventus;26;6,23;6,52;3;0;0;0;0;0;3;5;0;1
D;De Vrij;Lazio;27;6,24;6,48;2;0;0;0;0;0;2;3;0;0
D;Ferrari G.;Crotone;37;5,99;6,15;3;0;0;0;0;0;1;8;0;0
D;Pasqual;Empoli;32;5,94;6,08;2;0;0;1;1;0;2;7;0;0
D;Manolas;Roma;32;6,11;6;0;0;0;0;0;0;0;7;0;0
D;Silvestre;Sampdoria;36;6;6;0;0;0;0;0;0;2;2;1;0
D;Bruno Peres;Roma;28;5,93;6,12;2;0;0;0;0;0;1;3;0;0
D;Toloi;Atalanta;31;5,97;5,85;0;0;0;0;0;0;0;7;0;0
D;Hysaj;Napoli;34;5,81;5,63;0;0;0;0;0;0;0;8;0;1
D;D'ambrosio;Inter;32;5,83;6,11;3;0;0;0;0;0;2;4;0;0
D;Albiol;Napoli;26;6,17;6,06;0;0;0;0;0;0;1;8;0;0
D;Ghoulam;Napoli;27;5,93;6,13;0;0;0;0;0;0;6;1;0;0
D;Emerson P.;Roma;24;6,21;6,23;0;0;0;0;0;0;1;1;0;0
D;Zappacosta;Torino;28;6,04;6,27;1;0;0;0;0;0;4;1;0;0
D;Widmer;Udinese;28;5,91;6,02;0;0;0;0;0;0;4;2;0;0
D;Ceccherini;Crotone;35;5,91;5,87;1;0;0;0;0;0;0;9;0;0
D;Miranda;Inter;32;5,88;5,78;0;0;0;0;0;0;0;6;0;0
D;Chiellini;Juventus;20;6,1;6,35;2;0;0;0;0;0;1;4;0;0
